经度,纬度,结果,取绝对值后,分级
116.2772751,39.85362537,2.350914136,2.350914136,3
116.2772599,39.85380176,2.685256268,2.685256268,4
116.2772428,39.85398076,2.60678318,2.60678318,3
116.2772254,39.85416051,2.835515583,2.835515583,4
116.2772085,39.85433873,3.228350498,3.228350498,4
116.2771847,39.8545158,3.131864586,3.131864586,4
116.2771676,39.85469196,2.831411471,2.831411471,4
116.277153,39.85486546,2.686166183,2.686166183,4
116.2771507,39.8550395,1.115011715,1.115011715,1
116.2771406,39.85521432,1.784985776,1.784985776,3
116.2770908,39.85538601,2.754761068,2.754761068,4
116.2770896,39.85556495,2.044359786,2.044359786,3
116.2770737,39.85574362,1.379111617,1.379111617,2
116.2770251,39.85591789,1.991815465,1.991815465,3
116.2770091,39.85609428,1.294525922,1.294525922,2
116.2769945,39.85627151,1.874493884,1.874493884,3
116.2769647,39.8564486,1.245264943,1.245264943,2
116.2769407,39.85662534,0.049901735,0.049901735,1
116.2769424,39.85680168,1.080742353,1.080742353,1
116.2769361,39.85697624,-0.953748642,0.953748642,1
116.276927,39.85714968,-1.284277824,1.284277824,2
116.2769159,39.85732309,0.243421643,0.243421643,1
116.2769015,39.85749517,1.827915749,1.827915749,3
116.2768955,39.85766428,1.684507556,1.684507556,2
116.2768781,39.85783126,2.644537723,2.644537723,4
116.2768785,39.85799518,2.90797698,2.90797698,4
116.2769015,39.85815769,0.242136576,0.242136576,1
116.2769181,39.85831968,0.188649361,0.188649361,1
116.2769326,39.85848176,-0.787056773,0.787056773,1
116.2769723,39.85864186,-1.776932771,1.776932771,3
116.2769931,39.85880059,-1.802449156,1.802449156,3
116.277011,39.85895507,0.804049079,0.804049079,1
116.2770132,39.85910065,0.230803522,0.230803522,1
116.2770226,39.85923649,2.579870414,2.579870414,3
116.2770488,39.85936729,1.85757171,1.85757171,3
116.2770544,39.85949635,1.630639663,1.630639663,2
116.2770629,39.85962625,1.901886727,1.901886727,3
116.277081,39.85975932,2.600312311,2.600312311,3
116.2770932,39.85989426,2.101282966,2.101282966,3
116.2771079,39.86002777,1.991546846,1.991546846,3
116.2771098,39.86016235,1.337703824,1.337703824,2
116.2771151,39.86029725,1.085349076,1.085349076,1
116.2771251,39.86043068,1.790649634,1.790649634,3
116.2771398,39.86056154,-0.566173611,0.566173611,1
116.2771494,39.86068761,0.533354366,0.533354366,1
116.2771589,39.86080449,1.709546199,1.709546199,3
116.2771703,39.86090956,1.373772773,1.373772773,2
116.2771897,39.86100082,1.188937965,1.188937965,2
116.2771881,39.86108195,1.521669106,1.521669106,2
116.2772025,39.86115524,0.79275851,0.79275851,1
116.2772103,39.86121929,1.593464795,1.593464795,2
116.277193,39.86127166,-0.37333026,0.37333026,1
116.2771898,39.86131277,-0.692928177,0.692928177,1
116.2772145,39.86134875,-1.055984453,1.055984453,1
116.2772124,39.86138332,1.2766734,1.2766734,2
116.277217,39.86144842,2.008448667,2.008448667,3
116.2772283,39.86148001,2.391328375,2.391328375,3
116.277232,39.86150622,1.764005949,1.764005949,3
116.2772207,39.86152761,0.075000232,0.075000232,1
116.2772197,39.86154861,1.619543195,1.619543195,2
116.2772116,39.86157165,1.022594113,1.022594113,1
116.2772365,39.86159526,0.82278416,0.82278416,1
116.2772525,39.86162164,-0.651303866,0.651303866,1
116.277259,39.86165174,-0.086474369,0.086474369,1
116.2772442,39.86168478,1.862232892,1.862232892,3
116.2772416,39.86172053,2.384760725,2.384760725,3
116.277233,39.86175115,-1.488347317,1.488347317,2
116.2772608,39.86177691,-1.75575889,1.75575889,3
116.2772609,39.86180202,-1.800640808,1.800640808,3
116.277262,39.86182536,-1.324471991,1.324471991,2
116.277263,39.86185013,-0.870759188,0.870759188,1
116.2772659,39.86187925,-3.379318602,3.379318602,4
116.2772597,39.86191331,-3.369294927,3.369294927,4
116.2772812,39.86194933,-3.17493221,3.17493221,4
116.2772925,39.86198756,-3.70949213,3.70949213,5
116.2773,39.86202839,-3.687182558,3.687182558,5
116.2773059,39.86207097,-4.479440125,4.479440125,5
116.2772955,39.86211141,-2.093932049,2.093932049,3
116.2772948,39.86214684,0.084549093,0.084549093,1
116.2772968,39.86217752,-0.44675158,0.44675158,1
116.2772993,39.8622052,-0.246597012,0.246597012,1
116.2772997,39.86223048,0.402084041,0.402084041,1
116.2773101,39.86225611,1.981879866,1.981879866,3
116.2773183,39.86228493,2.834251898,2.834251898,4
116.277323,39.86231745,2.999356527,2.999356527,4
116.2773279,39.86235148,2.979744236,2.979744236,4
116.2773306,39.86238218,3.024384687,3.024384687,4
116.2773364,39.86240779,3.08318113,3.08318113,4
116.2773407,39.86243177,3.187167182,3.187167182,4
116.2773424,39.86245818,3.234270395,3.234270395,4
116.2773443,39.86249096,3.098740799,3.098740799,4
116.2773365,39.86252675,2.884282144,2.884282144,4
116.2773483,39.86256322,2.959609628,2.959609628,4
116.2773531,39.86259819,2.817084311,2.817084311,4
116.2773448,39.8626267,2.65531848,2.65531848,4
116.2773548,39.86265096,1.355878689,1.355878689,2
116.2773591,39.86267406,1.505168513,1.505168513,2
116.2773608,39.86269632,1.347574849,1.347574849,2
116.2773646,39.86272063,1.834702685,1.834702685,3
116.2773676,39.86274797,-1.074080188,1.074080188,1
116.2773624,39.86277771,-0.848467563,0.848467563,1
116.2773628,39.86281091,-1.557070048,1.557070048,2
116.2773635,39.86284519,-1.081459664,1.081459664,1
116.2773654,39.86288161,0.42028204,0.42028204,1
116.2773776,39.86291885,-0.546062398,0.546062398,1
116.2773833,39.86296151,0.619898775,0.619898775,1
116.2773883,39.86301181,-0.760092572,0.760092572,1
116.2773924,39.86306535,0.56896862,0.56896862,1
116.2773961,39.86311849,-0.956421347,0.956421347,1
116.2773987,39.86316634,0.323416406,0.323416406,1
116.277402,39.86320677,1.166345851,1.166345851,1
116.2774049,39.863245,1.934624739,1.934624739,3
116.2773892,39.86328238,1.820192693,1.820192693,3
116.277387,39.86331888,-1.498908375,1.498908375,2
116.2774023,39.86335701,-3.982361223,3.982361223,5
116.2774075,39.8634018,-1.849489965,1.849489965,3
116.2774058,39.8634507,-0.822319337,0.822319337,1
116.2774042,39.8634948,-3.714435296,3.714435296,5
116.2774039,39.86353076,1.124731381,1.124731381,1
116.2774208,39.86356296,3.514173671,3.514173671,5
116.2774286,39.8635954,3.571554835,3.571554835,5
116.2774372,39.86362753,3.580335046,3.580335046,5
116.2774398,39.86365939,3.580516912,3.580516912,5
116.2774235,39.86369061,3.577570865,3.577570865,5
116.2774195,39.86372255,3.576887567,3.576887567,5
116.277417,39.86375925,3.502405229,3.502405229,5
116.2774165,39.86380238,1.812681178,1.812681178,3
116.2774171,39.86384739,2.060702246,2.060702246,3
116.2774158,39.86388739,0.019979288,0.019979288,1
116.277396,39.86394096,0.026360104,0.026360104,1
116.2773877,39.86396212,-1.621680539,1.621680539,2
116.2773963,39.86398419,0.333488126,0.333488126,1
116.2773841,39.86400215,-0.379443399,0.379443399,1
116.2773813,39.86401101,0.116457174,0.116457174,1
116.2773813,39.86401101,-1.099687257,1.099687257,1
116.2773813,39.86401101,-0.742345995,0.742345995,1
116.2773813,39.86401101,-0.370496262,0.370496262,1
116.2773813,39.86401101,1.759916088,1.759916088,3
116.2773813,39.86401101,1.64055856,1.64055856,2
116.2773813,39.86401101,1.942495394,1.942495394,3
116.2773813,39.86401101,2.718592064,2.718592064,4
116.2773805,39.864013,2.724422146,2.724422146,4
116.2773758,39.86402383,2.697966994,2.697966994,4
116.2773808,39.86404104,2.494151632,2.494151632,3
116.2773805,39.86406297,2.442066303,2.442066303,3
116.2773828,39.86409232,2.636785397,2.636785397,3
116.2773905,39.86412341,2.52089587,2.52089587,3
116.2773905,39.8641558,2.050119019,2.050119019,3
116.2773876,39.86419264,1.369462329,1.369462329,2
116.2773828,39.86423473,1.300251982,1.300251982,2
116.2773595,39.86427519,-1.9836985,1.9836985,3
116.2773615,39.86431687,-1.258986088,1.258986088,2
116.2773607,39.86435612,0.273536431,0.273536431,1
116.2773581,39.8643953,-0.806771589,0.806771589,1
116.2773543,39.8644367,0.155422518,0.155422518,1
116.2773496,39.86447725,-0.669758776,0.669758776,1
116.2773458,39.86451523,-1.53855771,1.53855771,2
116.2773407,39.8645537,1.88515974,1.88515974,3
116.2773338,39.86459112,0.170850842,0.170850842,1
116.2773275,39.86462497,1.835795788,1.835795788,3
116.2773217,39.86465553,0.994887335,0.994887335,1
116.2773162,39.86468735,-0.40569975,0.40569975,1
116.2773108,39.8647223,-1.320799544,1.320799544,2
116.2773015,39.86475789,-3.253863428,3.253863428,4
116.277289,39.86479868,-3.251518239,3.251518239,4
116.2772775,39.86483972,-0.588402596,0.588402596,1
116.2772662,39.86488091,-1.524213174,1.524213174,2
116.2772522,39.86493157,-1.998814648,1.998814648,3
116.277232,39.86499092,-1.59525915,1.59525915,2
116.2772107,39.86505733,-0.183108978,0.183108978,1
116.277189,39.8651395,1.580524293,1.580524293,2
116.2771746,39.8652104,0.550244536,0.550244536,1
116.2771576,39.86527961,1.112076009,1.112076009,1
116.2771367,39.86534152,1.556282355,1.556282355,2
116.2771203,39.86539428,2.795400827,2.795400827,4
116.2771036,39.86544444,1.687327992,1.687327992,2
116.2770866,39.86549245,-1.969980296,1.969980296,3
116.277071,39.86553688,-3.333951934,3.333951934,4
116.277057,39.86557557,-2.442178534,2.442178534,3
116.2770432,39.86560984,-2.200402157,2.200402157,3
116.2770394,39.86563506,-2.089786693,2.089786693,3
116.2770315,39.86566396,-2.506308305,2.506308305,3
116.2770152,39.86570026,0.538744383,0.538744383,1
116.2769987,39.86573052,1.143583946,1.143583946,1
116.2769819,39.86575878,1.254558128,1.254558128,2
116.2769689,39.86579055,0.193332563,0.193332563,1
116.2769361,39.86584712,-0.441331692,0.441331692,1
116.276918,39.86588032,-1.514791818,1.514791818,2
116.2768961,39.86591519,-1.100719888,1.100719888,1
116.2768756,39.86595476,-4.315885447,4.315885447,5
116.2768551,39.86599507,-4.581099,4.581099,5
116.2768476,39.86601946,0.117071168,0.117071168,1
116.27684,39.86604169,-1.533920296,1.533920296,2
116.2768341,39.86607239,1.175087723,1.175087723,1
116.2768269,39.86610228,2.519460583,2.519460583,3
116.276819,39.86612982,2.889001106,2.889001106,4
116.2768091,39.86615957,-0.714464387,0.714464387,1
116.2767989,39.86618887,-2.211568539,2.211568539,3
116.276779,39.86622481,-1.332123034,1.332123034,2
116.2767548,39.86626265,-2.560950621,2.560950621,3
116.276729,39.86630106,-0.16522223,0.16522223,1
116.2767049,39.86633751,0.168590224,0.168590224,1
116.2766812,39.86637224,-0.537699092,0.537699092,1
116.2766566,39.8664075,-1.361379255,1.361379255,2
116.2766341,39.86643931,-2.774525315,2.774525315,4
116.276608,39.86647734,-2.714471198,2.714471198,4
116.2765775,39.86652218,-0.808920251,0.808920251,1
116.2765456,39.86656962,-0.761622055,0.761622055,1
116.2765116,39.86661839,0.089271304,0.089271304,1
116.2764857,39.8666639,1.493804302,1.493804302,2
116.276458,39.86670334,2.046803591,2.046803591,3
116.276428,39.8667426,2.579456546,2.579456546,3
116.2764002,39.86677921,2.737492282,2.737492282,4
116.2763754,39.86682295,2.802820319,2.802820319,4
116.2763541,39.86686096,3.203698277,3.203698277,4
116.2763385,39.86688941,3.26490577,3.26490577,4
116.2763192,39.86691113,2.9383473,2.9383473,4
116.2762995,39.86693333,2.056690107,2.056690107,3
116.2762784,39.86695696,2.037525617,2.037525617,3
116.2762551,39.86698367,2.083899559,2.083899559,3
116.276228,39.86701699,1.526361372,1.526361372,2
116.2761997,39.86705298,1.773842961,1.773842961,3
116.2761702,39.86709065,2.769845216,2.769845216,4
116.2761452,39.86712408,3.201182768,3.201182768,4
116.2761275,39.86715142,3.217500691,3.217500691,4
116.2761024,39.86718467,3.277629326,3.277629326,4
116.2760736,39.86722147,3.231817993,3.231817993,4
116.2760429,39.86726148,3.268901216,3.268901216,4
116.2760113,39.86730095,2.994064401,2.994064401,4
116.2759805,39.86734097,1.970340163,1.970340163,3
116.2759502,39.86738098,2.042592676,2.042592676,3
116.275917,39.86742728,1.744985584,1.744985584,3
116.2758787,39.86747581,2.397499021,2.397499021,3
116.2758371,39.8675293,3.049124275,3.049124275,4
116.2757935,39.86758765,3.1992104,3.1992104,4
116.2757496,39.86764621,3.289226871,3.289226871,4
116.2757047,39.86770693,3.059085004,3.059085004,4
116.2756577,39.8677722,2.689716534,2.689716534,4
116.2756113,39.8678443,2.702719989,2.702719989,4
116.2755614,39.86791752,2.437543161,2.437543161,3
116.2755124,39.86798778,1.836526363,1.836526363,3
116.2754697,39.86805506,-0.170303206,0.170303206,1
116.2754517,39.86810197,-1.679147867,1.679147867,2
116.2754237,39.86815883,-1.477299813,1.477299813,2
116.2753925,39.8682223,-0.52900318,0.52900318,1
116.275358,39.86828287,-0.762370923,0.762370923,1
116.2753263,39.86833929,-0.437689477,0.437689477,1
116.2752856,39.86840196,0.538033648,0.538033648,1
116.2752469,39.86846042,2.045123581,2.045123581,3
116.275207,39.86851657,2.953197329,2.953197329,4
116.2751281,39.86862474,2.758618085,2.758618085,4
116.2750898,39.86867973,2.111490295,2.111490295,3
116.2750514,39.86873436,1.724663262,1.724663262,3
116.2750138,39.86878885,2.243091865,2.243091865,3
116.2749772,39.86883998,2.55401753,2.55401753,3
116.2749445,39.86888606,0.900826018,0.900826018,1
116.2749164,39.86892703,1.332621866,1.332621866,2
116.2748917,39.86895877,2.404279244,2.404279244,3
116.274867,39.86898839,0.437139598,0.437139598,1
116.2748457,39.86902064,1.269419538,1.269419538,2
116.2748303,39.86904463,0.836783578,0.836783578,1
116.2748157,39.86906168,-3.280186025,3.280186025,4
116.2748031,39.86907515,-1.486253423,1.486253423,2
116.2747934,39.86909201,1.533012002,1.533012002,2
116.2747796,39.86910661,3.262954492,3.262954492,4
116.2747635,39.8691243,2.094653494,2.094653494,3
116.2747517,39.86914392,2.55171707,2.55171707,3
116.2747424,39.86916085,3.001379255,3.001379255,4
116.2747323,39.86917654,0.941521941,0.941521941,1
116.2747242,39.86919013,-3.018060103,3.018060103,4
116.2747156,39.86920426,-3.593277501,3.593277501,5
116.2747061,39.86922044,-2.506955021,2.506955021,3
116.2746894,39.86923919,-2.754863995,2.754863995,4
116.2746679,39.86926475,-2.033569308,2.033569308,3
116.2746479,39.86929725,0.299879101,0.299879101,1
116.274624,39.86932719,0.212862337,0.212862337,1
116.2746005,39.86935591,1.843640721,1.843640721,3
116.2745784,39.86938351,2.200567674,2.200567674,3
116.2745621,39.86941625,3.138828036,3.138828036,4
116.274545,39.86944828,3.050323929,3.050323929,4
116.2745272,39.86948026,2.518855037,2.518855037,3
116.2745027,39.86951178,2.241254154,2.241254154,3
116.2744769,39.86954417,2.503556901,2.503556901,3
116.2744485,39.8695801,2.170916838,2.170916838,3
116.2744173,39.86962108,1.478004895,1.478004895,2
116.274383,39.86966638,1.48403736,1.48403736,2
116.274349,39.86971182,1.302015897,1.302015897,2
116.2743135,39.86976023,0.778624809,0.778624809,1
116.2742797,39.86980645,1.146116574,1.146116574,1
116.2742527,39.86985473,0.774160945,0.774160945,1
116.2742272,39.86990084,0.893008101,0.893008101,1
116.2742012,39.86994246,1.745245562,1.745245562,3
116.274179,39.86997847,1.608338679,1.608338679,2
116.2741627,39.87001045,2.032360198,2.032360198,3
116.2741484,39.87003879,1.563303329,1.563303329,2
116.274138,39.87005958,-0.208410839,0.208410839,1
116.2741278,39.87007504,-0.972285881,0.972285881,1
116.274117,39.87009208,-0.13649779,0.13649779,1
116.2741014,39.87011597,-1.313625852,1.313625852,2
116.2740815,39.87014665,-1.501607787,1.501607787,2
116.2740583,39.87018324,-1.647923985,1.647923985,2
116.2740327,39.87022309,-1.368999814,1.368999814,2
116.2740065,39.87026389,-0.645761321,0.645761321,1
116.2739774,39.87030896,-1.015638515,1.015638515,1
116.273946,39.8703584,-1.828872688,1.828872688,3
116.2739115,39.87041212,-2.110324038,2.110324038,3
116.2738755,39.87047081,-1.236121486,1.236121486,2
116.2738392,39.87052935,0.273824926,0.273824926,1
116.2738013,39.87058505,1.731539781,1.731539781,3
116.2737613,39.87064361,0.842846666,0.842846666,1
116.2737233,39.87070403,1.811241483,1.811241483,3
116.2736875,39.87076098,2.466671789,2.466671789,3
116.2736188,39.87086529,2.078234461,2.078234461,3
116.273581,39.87091882,1.404568966,1.404568966,2
116.2735417,39.87097996,1.321078323,1.321078323,2
116.273501,39.871044,0.208510481,0.208510481,1
116.2734597,39.87110801,-0.426310385,0.426310385,1
116.2734167,39.87117752,-2.298871947,2.298871947,3
116.2733731,39.87125176,-1.691789896,1.691789896,2
116.2733312,39.87132532,-3.210495375,3.210495375,4
116.2732909,39.87139762,-2.443001775,2.443001775,3
116.2732526,39.87146728,-2.754854701,2.754854701,4
116.273216,39.87153369,-2.211651255,2.211651255,3
116.273186,39.8715914,-0.537952616,0.537952616,1
116.2731615,39.87164022,0.257341379,0.257341379,1
116.2731391,39.87168324,-1.086832185,1.086832185,1
116.2731218,39.87171873,1.223248674,1.223248674,2
116.2731048,39.87175322,0.166992259,0.166992259,1
116.2730875,39.87178822,-0.435642966,0.435642966,1
116.2730683,39.87182592,-0.607135342,0.607135342,1
116.2730488,39.87186487,-0.7288325,0.7288325,1
116.2730283,39.87190735,-1.237706902,1.237706902,2
116.2730071,39.8719513,-1.745772627,1.745772627,3
116.2729861,39.87199399,-1.412678917,1.412678917,2
116.2729638,39.87203728,-1.264409534,1.264409534,2
116.2729429,39.87207923,-1.547318098,1.547318098,2
116.2729224,39.87212115,-1.375742827,1.375742827,2
116.2729029,39.87216221,0.636547484,0.636547484,1
116.2728815,39.87220696,-0.196266972,0.196266972,1
116.272857,39.87225327,0.460470859,0.460470859,1
116.2728368,39.87230024,-0.224992745,0.224992745,1
116.272816,39.87234783,-0.685951899,0.685951899,1
116.2727952,39.87239502,1.564281894,1.564281894,2
116.2727758,39.87244074,0.712408993,0.712408993,1
116.2727564,39.87248802,-3.839037849,3.839037849,5
116.2727399,39.87253186,-4.653952406,4.653952406,5
116.2727197,39.87257643,-4.28184285,4.28184285,5
116.2727022,39.87261812,-1.13791432,1.13791432,1
116.2726849,39.87265898,0.245934778,0.245934778,1
116.2726682,39.87269912,-4.547585296,4.547585296,5
116.2726516,39.87273879,-4.437350832,4.437350832,5
116.2726371,39.8727785,-1.12677372,1.12677372,1
116.2726246,39.87281383,-2.093098011,2.093098011,3
116.2726123,39.87284904,-2.58769176,2.58769176,3
116.2725996,39.87288479,1.003474661,1.003474661,1
116.2725865,39.87292106,2.755963658,2.755963658,4
116.2725728,39.87295958,3.187338161,3.187338161,4
116.2725578,39.8730014,3.206457654,3.206457654,4
116.2725421,39.87304413,2.861257394,2.861257394,4
116.2725262,39.87308665,2.972278642,2.972278642,4
116.2725114,39.87312629,2.497206194,2.497206194,3
116.2724966,39.87316566,2.320076262,2.320076262,3
116.2724816,39.87320463,1.209854657,1.209854657,2
116.2724668,39.8732439,-0.598094645,0.598094645,1
116.2724513,39.87328399,-1.65304594,1.65304594,2
116.2724355,39.87332485,-2.690061745,2.690061745,4
116.2724199,39.87336633,-1.809435218,1.809435218,3
116.2724039,39.87340857,-3.183483838,3.183483838,4
116.2723885,39.87345107,-3.117657116,3.117657116,4
116.2723729,39.87349436,-4.164197275,4.164197275,5
116.2723581,39.87353761,-3.364609534,3.364609534,4
116.2723423,39.87358296,-2.521041479,2.521041479,3
116.2723244,39.87363103,-3.821492235,3.821492235,5
116.2723072,39.87367902,-3.900848701,3.900848701,5
116.2722916,39.87372118,-1.457651808,1.457651808,2
116.2722784,39.87375584,1.490729426,1.490729426,2
116.2722652,39.87379168,1.234251379,1.234251379,2
116.2722524,39.87382726,0.952400904,0.952400904,1
116.2722413,39.87385818,1.926358081,1.926358081,3
116.2722292,39.87389273,2.464600622,2.464600622,3
116.2722161,39.87392904,1.020698194,1.020698194,1
116.2722001,39.87397166,0.687584023,0.687584023,1
116.2721819,39.87401785,1.651848295,1.651848295,2
116.2721625,39.87406881,0.335452688,0.335452688,1
116.2721444,39.87411635,0.567296263,0.567296263,1
116.2721299,39.87415505,0.353428319,0.353428319,1
116.2721048,39.87422288,-0.955393419,0.955393419,1
116.2720957,39.87425519,-3.164478119,3.164478119,4
116.2720871,39.87428275,1.021720997,1.021720997,1
116.2720728,39.87431173,0.84831438,0.84831438,1
116.272058,39.87435286,0.279959674,0.279959674,1
116.27204,39.87440246,1.710732979,1.710732979,3
116.2720165,39.87445603,2.118533417,2.118533417,3
116.2719931,39.87450995,1.372600346,1.372600346,2
116.2719703,39.87456963,1.827192571,1.827192571,3
116.2719433,39.87464048,1.329864222,1.329864222,2
116.2719167,39.87471087,0.949528031,0.949528031,1
116.2718906,39.87478473,-2.214409607,2.214409607,3
116.2718635,39.87486107,-1.916365218,1.916365218,3
116.2718363,39.87493905,0.585287923,0.585287923,1
116.2718049,39.87501365,1.741980773,1.741980773,3
116.2717749,39.87508661,2.76842209,2.76842209,4
116.2717485,39.87515018,2.072946239,2.072946239,3
116.2717269,39.87520388,0.27432687,0.27432687,1
116.2717085,39.87524966,-0.569564596,0.569564596,1
116.2716949,39.87528902,-1.254880375,1.254880375,2
116.271679,39.87532736,-2.970634172,2.970634172,4
116.2716643,39.87536126,-2.123583385,2.123583385,3
116.2716509,39.87539359,-0.675466608,0.675466608,1
116.2716383,39.87542506,-3.279862933,3.279862933,4
116.2716259,39.87545879,-3.002053647,3.002053647,4
116.2716119,39.8754971,-3.443221316,3.443221316,4
116.2715957,39.87553965,-3.458522391,3.458522391,4
116.2715776,39.87558976,-4.256583474,4.256583474,5
116.2715599,39.87563895,-5.924298594,5.924298594,5
116.2715423,39.87568866,-0.464466393,0.464466393,1
116.271523,39.87574256,2.735362354,2.735362354,4
116.2715036,39.8757958,3.152410817,3.152410817,4
116.271485,39.87584715,2.561378554,2.561378554,3
116.2714675,39.87589813,2.018627953,2.018627953,3
116.2714505,39.87594849,0.419396604,0.419396604,1
116.2714339,39.87599823,1.136025881,1.136025881,1
116.2714167,39.87604792,-4.123320609,4.123320609,5
116.2713987,39.87609928,-1.383243665,1.383243665,2
116.2713817,39.87615221,-3.148492086,3.148492086,4
116.2713618,39.87620794,-3.845196406,3.845196406,5
116.2713407,39.8762676,-4.709206119,4.709206119,5
116.2713216,39.87632453,-3.796938546,3.796938546,5
116.2713033,39.87637401,-3.158178007,3.158178007,4
116.2712842,39.87642491,-1.416480055,1.416480055,2
116.2712637,39.87647966,-3.263771056,3.263771056,4
116.2712419,39.87654009,-3.338410581,3.338410581,4
116.2712222,39.87660217,-3.75026058,3.75026058,5
116.2712027,39.87666169,-2.46624743,2.46624743,3
116.2711843,39.87671778,-1.981467259,1.981467259,3
116.2711671,39.87677003,-0.048541968,0.048541968,1
116.2711492,39.87681663,0.592443303,0.592443303,1
116.271133,39.87685918,-0.827772334,0.827772334,1
116.2711175,39.87689964,0.515875242,0.515875242,1
116.2711035,39.87693739,1.979136039,1.979136039,3
116.2710893,39.87697675,2.901922946,2.901922946,4
116.271073,39.87702142,3.063095152,3.063095152,4
116.2710574,39.87707021,1.831836953,1.831836953,3
116.2710417,39.87711901,0.565829906,0.565829906,1
116.2710265,39.87716647,2.251760541,2.251760541,3
116.2710103,39.87721571,1.070759148,1.070759148,1
116.2709925,39.87726867,-2.035814032,2.035814032,3
116.270973,39.8773268,-3.731971248,3.731971248,5
116.2709319,39.87744537,-4.350786629,4.350786629,5
116.2709121,39.87750064,-6.075771736,6.075771736,5
116.27089,39.87755456,-5.946627433,5.946627433,5
116.2708691,39.87760734,-5.460928374,5.460928374,5
116.2708479,39.87766169,-4.427204616,4.427204616,5
116.2708269,39.87772141,-3.779537135,3.779537135,5
116.2708062,39.87778109,-4.955422612,4.955422612,5
116.2707827,39.87784707,-4.3995873,4.3995873,5
116.2707568,39.87791929,-4.138576276,4.138576276,5
116.27073,39.877994,-5.492374656,5.492374656,5
116.270701,39.87807341,-3.725263916,3.725263916,5
116.2706674,39.87815394,-3.785191137,3.785191137,5
116.2706346,39.87823483,0.732990723,0.732990723,1
116.270609,39.87831702,-0.137087975,0.137087975,1
116.2705822,39.87839817,-0.347299475,0.347299475,1
116.2705478,39.87847598,-0.044422577,0.044422577,1
116.2705161,39.87855204,1.113550676,1.113550676,1
116.270493,39.87862846,1.386284908,1.386284908,2
116.2704693,39.87870314,1.058281391,1.058281391,1
116.2704429,39.87877617,-2.616878332,2.616878332,3
116.2704035,39.87884405,-2.518443443,2.518443443,3
116.2703789,39.8789138,-0.343194652,0.343194652,1
116.2703553,39.87898417,-2.841364676,2.841364676,4
116.2703306,39.87905658,-5.826589394,5.826589394,5
116.2703025,39.87913049,-6.356465542,6.356465542,5
116.2702844,39.87920523,-4.663189285,4.663189285,5
116.2702649,39.87927926,-0.775153107,0.775153107,1
116.2702407,39.87935198,-6.011330925,6.011330925,5
116.2702072,39.87942291,-5.774580164,5.774580164,5
116.2701759,39.87949414,-5.079179166,5.079179166,5
116.2701569,39.87956752,-3.860101118,3.860101118,5
116.2701346,39.87963974,-2.636450199,2.636450199,3
116.2701098,39.87971086,-3.960207803,3.960207803,5
116.2700839,39.87978079,-2.7049374,2.7049374,4
116.2700617,39.87984888,-2.981257007,2.981257007,4
116.2700342,39.87991372,-3.952807277,3.952807277,5
116.2700035,39.87997816,-3.984256633,3.984256633,5
116.2699762,39.88004579,-3.241771932,3.241771932,4
116.2699437,39.8801162,-4.597690819,4.597690819,5
116.2699145,39.88019219,-4.427565413,4.427565413,5
116.2698839,39.88027332,-3.55195857,3.55195857,5
116.2698574,39.88035946,0.311904367,0.311904367,1
116.2698272,39.880449,3.192816639,3.192816639,4
116.2697951,39.88054175,2.321696163,2.321696163,3
116.2697622,39.88063489,3.031454766,3.031454766,4
116.2697288,39.88072835,3.193714133,3.193714133,4
116.2696945,39.88082166,3.055272087,3.055272087,4
116.2696596,39.88091405,3.499128022,3.499128022,5
116.2696211,39.8810046,3.194484806,3.194484806,4
116.26958,39.88109041,-6.526371054,6.526371054,5
116.2695471,39.88117493,-1.146999223,1.146999223,1
116.2695187,39.8812609,-6.340941738,6.340941738,5
116.2694896,39.88134715,-3.050717784,3.050717784,4
116.2694574,39.88143567,-2.719624224,2.719624224,4
116.2694231,39.88152891,-4.102496986,4.102496986,5
116.2693877,39.88162816,-4.047265684,4.047265684,5
116.2693532,39.8817314,-2.21906919,2.21906919,3
116.2693165,39.88183383,-5.018240698,5.018240698,5
116.2692782,39.88193615,-6.126362908,6.126362908,5
116.269236,39.88204064,0.113233368,0.113233368,1
116.2691969,39.88214984,-2.292603131,2.292603131,3
116.2691536,39.882262,-0.385612318,0.385612318,1
116.2691106,39.88237652,-4.129909503,4.129909503,5
116.2690688,39.88249229,1.287569344,1.287569344,2
116.2689863,39.88273216,1.75737451,1.75737451,3
116.2689447,39.88285671,-3.239407701,3.239407701,4
116.2689014,39.88298448,-3.252713372,3.252713372,4
116.2688601,39.88311503,0.014276599,0.014276599,1
116.2688173,39.88324661,-1.931452608,1.931452608,3
116.2687758,39.88337972,1.449757784,1.449757784,2
116.2687351,39.8835126,-3.316018548,3.316018548,4
116.2686953,39.88364283,-4.246800575,4.246800575,5
116.2686565,39.88376916,-0.689013215,0.689013215,1
116.2686194,39.88389312,-2.622810582,2.622810582,3
116.2685879,39.88401778,-4.508591838,4.508591838,5
116.2685592,39.88414234,-1.852851348,1.852851348,3
116.2685145,39.88426326,-2.128936616,2.128936616,3
116.2684799,39.88438547,-2.278759863,2.278759863,3
116.2684457,39.88450582,-3.98679536,3.98679536,5
116.2684112,39.88462572,-3.087541855,3.087541855,4
116.2683785,39.88474841,-2.814301046,2.814301046,4
116.2683491,39.88487474,-2.418531728,2.418531728,3
116.2683189,39.88500463,-2.26576363,2.26576363,3
